ID_Orden,ID_Equipo,Fecha_ot,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Ubicacion,Periodo,frecuencia_correctivo,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
15182,478,2022-12-05,Preventivo,509,2,Ubicacion_B,2022-12-05,0,Bomba,Fabricante_B,Modelo_9,449,800
15183,99,2022-12-05,Preventivo,961,2,Ubicacion_B,2022-12-05,0,Bomba,Fabricante_C,Modelo_2,247,515
15184,90,2022-12-05,Preventivo,425,2,Ubicacion_A,2022-12-05,0,Generador,Fabricante_A,Modelo_4,98,582
15185,207,2022-12-05,Correctivo,1678,22,Ubicacion_A,2022-12-05,1,Generador,Fabricante_A,Modelo_3,80,622
15186,302,2022-12-05,Preventivo,948,2,Ubicacion_B,2022-12-05,0,Generador,Fabricante_C,Modelo_9,331,701
15187,445,2022-12-05,Preventivo,624,1,Ubicacion_D,2022-12-05,1,Compresor,Fabricante_A,Modelo_5,92,586
15188,278,2022-12-05,Preventivo,895,2,Ubicacion_D,2022-12-05,0,Compresor,Fabricante_A,Modelo_7,218,514
15189,122,2022-12-05,Preventivo,808,2,Ubicacion_D,2022-12-05,0,Bomba,Fabricante_B,Modelo_9,326,765
15190,149,2022-12-05,Preventivo,777,2,Ubicacion_B,2022-12-05,0,Compresor,Fabricante_C,Modelo_9,239,541
15191,245,2022-12-05,Preventivo,387,2,Ubicacion_C,2022-12-05,0,Bomba,Fabricante_D,Modelo_9,286,615
15192,429,2022-12-05,Preventivo,292,2,Ubicacion_C,2022-12-05,0,Motor,Fabricante_C,Modelo_2,481,572
15193,409,2022-12-05,Preventivo,183,1,Ubicacion_A,2022-12-05,0,Compresor,Fabricante_C,Modelo_1,472,746
15194,324,2022-12-05,Preventivo,126,2,Ubicacion_A,2022-12-05,0,Bomba,Fabricante_D,Modelo_8,126,640
15195,487,2022-12-05,Preventivo,950,1,Ubicacion_B,2022-12-05,0,Compresor,Fabricante_A,Modelo_7,190,700
15196,362,2022-12-05,Correctivo,3570,19,Ubicacion_C,2022-12-05,1,Generador,Fabricante_C,Modelo_8,74,711
15197,335,2022-12-05,Preventivo,793,2,Ubicacion_B,2022-12-05,0,Bomba,Fabricante_C,Modelo_4,289,948
15198,276,2022-12-06,Preventivo,748,1,Ubicacion_B,2022-12-05,0,Compresor,Fabricante_A,Modelo_9,183,895
15199,191,2022-12-06,Preventivo,309,2,Ubicacion_D,2022-12-05,0,Bomba,Fabricante_C,Modelo_6,381,508
15200,498,2022-12-06,Preventivo,913,1,Ubicacion_C,2022-12-05,0,Generador,Fabricante_C,Modelo_4,150,949
15201,79,2022-12-06,Preventivo,741,2,Ubicacion_C,2022-12-05,0,Motor,Fabricante_C,Modelo_1,423,613
15202,485,2022-12-06,Correctivo,540,19,Ubicacion_A,2022-12-05,1,Compresor,Fabricante_C,Modelo_7,492,507
15203,287,2022-12-06,Correctivo,4249,11,Ubicacion_B,2022-12-05,1,Generador,Fabricante_D,Modelo_4,312,819
15204,11,2022-12-06,Correctivo,3970,14,Ubicacion_D,2022-12-05,1,Bomba,Fabricante_B,Modelo_6,391,760
15205,53,2022-12-06,Preventivo,742,1,Ubicacion_D,2022-12-05,0,Generador,Fabricante_A,Modelo_2,57,596
15206,268,2022-12-06,Preventivo,218,1,Ubicacion_B,2022-12-05,0,Compresor,Fabricante_A,Modelo_10,207,629
15207,344,2022-12-06,Preventivo,780,1,Ubicacion_A,2022-12-05,0,Bomba,Fabricante_B,Modelo_1,201,786
15208,375,2022-12-06,Preventivo,759,2,Ubicacion_B,2022-12-05,0,Bomba,Fabricante_D,Modelo_7,125,855
15209,220,2022-12-06,Preventivo,432,2,Ubicacion_A,2022-12-05,0,Motor,Fabricante_D,Modelo_1,198,591
15210,286,2022-12-06,Preventivo,353,2,Ubicacion_A,2022-12-05,0,Generador,Fabricante_C,Modelo_9,418,668
15211,161,2022-12-06,Correctivo,1292,14,Ubicacion_B,2022-12-05,1,Bomba,Fabricante_B,Modelo_7,169,784
15212,230,2022-12-06,Preventivo,218,1,Ubicacion_D,2022-12-05,0,Bomba,Fabricante_A,Modelo_9,248,614
15213,46,2022-12-06,Correctivo,3097,22,Ubicacion_D,2022-12-05,1,Generador,Fabricante_B,Modelo_9,219,787
15214,282,2022-12-06,Preventivo,457,1,Ubicacion_A,2022-12-05,0,Generador,Fabricante_D,Modelo_8,394,886
15215,242,2022-12-06,Correctivo,1242,15,Ubicacion_C,2022-12-05,1,Compresor,Fabricante_B,Modelo_2,58,905
15216,471,2022-12-06,Preventivo,761,2,Ubicacion_A,2022-12-05,0,Motor,Fabricante_C,Modelo_4,105,929
15217,292,2022-12-06,Preventivo,950,2,Ubicacion_A,2022-12-05,0,Bomba,Fabricante_B,Modelo_4,253,808
15218,332,2022-12-06,Correctivo,2585,16,Ubicacion_B,2022-12-05,1,Bomba,Fabricante_B,Modelo_10,258,692
15219,175,2022-12-07,Preventivo,443,1,Ubicacion_A,2022-12-05,1,Bomba,Fabricante_A,Modelo_6,245,811
15220,134,2022-12-07,Preventivo,702,1,Ubicacion_A,2022-12-05,0,Compresor,Fabricante_C,Modelo_4,130,766
15221,399,2022-12-07,Preventivo,390,2,Ubicacion_D,2022-12-05,0,Compresor,Fabricante_B,Modelo_9,206,983
15222,348,2022-12-07,Correctivo,3901,9,Ubicacion_D,2022-12-05,1,Bomba,Fabricante_D,Modelo_5,99,655
15223,267,2022-12-07,Preventivo,798,2,Ubicacion_C,2022-12-05,0,Compresor,Fabricante_B,Modelo_6,168,702
15224,296,2022-12-07,Preventivo,399,1,Ubicacion_D,2022-12-05,0,Bomba,Fabricante_C,Modelo_1,120,557
15225,215,2022-12-07,Correctivo,1094,12,Ubicacion_C,2022-12-05,1,Motor,Fabricante_D,Modelo_1,214,720
15226,419,2022-12-07,Preventivo,887,1,Ubicacion_D,2022-12-05,0,Bomba,Fabricante_C,Modelo_10,224,663
15227,107,2022-12-07,Preventivo,106,2,Ubicacion_D,2022-12-05,0,Compresor,Fabricante_A,Modelo_7,195,748
15228,448,2022-12-07,Correctivo,3294,7,Ubicacion_A,2022-12-05,1,Compresor,Fabricante_A,Modelo_10,104,513
15229,500,2022-12-07,Preventivo,556,1,Ubicacion_D,2022-12-05,0,Motor,Fabricante_C,Modelo_8,299,710
15230,492,2022-12-07,Preventivo,617,1,Ubicacion_A,2022-12-05,0,Motor,Fabricante_D,Modelo_5,355,739
15231,155,2022-12-07,Preventivo,856,1,Ubicacion_A,2022-12-05,0,Bomba,Fabricante_A,Modelo_2,420,550
15232,129,2022-12-07,Correctivo,3105,9,Ubicacion_A,2022-12-05,1,Motor,Fabricante_A,Modelo_8,113,790
15233,493,2022-12-07,Correctivo,911,20,Ubicacion_D,2022-12-05,1,Bomba,Fabricante_B,Modelo_7,427,996
15234,249,2022-12-07,Preventivo,315,2,Ubicacion_A,2022-12-05,0,Compresor,Fabricante_A,Modelo_3,377,832
15235,213,2022-12-07,Preventivo,349,1,Ubicacion_C,2022-12-05,0,Bomba,Fabricante_B,Modelo_6,250,604
15236,406,2022-12-07,Preventivo,619,1,Ubicacion_D,2022-12-05,0,Bomba,Fabricante_B,Modelo_8,198,755
15237,273,2022-12-07,Preventivo,382,1,Ubicacion_C,2022-12-05,0,Motor,Fabricante_D,Modelo_5,70,957
15238,312,2022-12-07,Preventivo,845,1,Ubicacion_B,2022-12-05,1,Compresor,Fabricante_A,Modelo_3,486,834
15239,345,2022-12-07,Correctivo,1984,20,Ubicacion_A,2022-12-05,1,Compresor,Fabricante_D,Modelo_4,110,610
15240,424,2022-12-08,Preventivo,572,1,Ubicacion_D,2022-12-05,0,Bomba,Fabricante_C,Modelo_1,317,913
15241,387,2022-12-08,Preventivo,757,2,Ubicacion_B,2022-12-05,0,Bomba,Fabricante_D,Modelo_9,344,878
15242,262,2022-12-08,Correctivo,1503,13,Ubicacion_D,2022-12-05,1,Compresor,Fabricante_A,Modelo_8,68,619
15243,341,2022-12-08,Preventivo,808,1,Ubicacion_B,2022-12-05,0,Generador,Fabricante_C,Modelo_7,326,845
15244,289,2022-12-08,Preventivo,428,1,Ubicacion_C,2022-12-05,0,Bomba,Fabricante_C,Modelo_6,173,650
15245,381,2022-12-08,Correctivo,2925,14,Ubicacion_B,2022-12-05,1,Generador,Fabricante_C,Modelo_7,433,577
15246,114,2022-12-08,Preventivo,239,1,Ubicacion_D,2022-12-05,0,Motor,Fabricante_B,Modelo_10,494,523
15247,231,2022-12-08,Correctivo,1237,7,Ubicacion_C,2022-12-05,1,Bomba,Fabricante_C,Modelo_6,105,890
15248,256,2022-12-08,Preventivo,403,1,Ubicacion_D,2022-12-05,0,Bomba,Fabricante_D,Modelo_8,310,719
15249,461,2022-12-08,Preventivo,342,2,Ubicacion_C,2022-12-05,1,Compresor,Fabricante_A,Modelo_10,77,548
15250,135,2022-12-08,Preventivo,319,2,Ubicacion_C,2022-12-05,0,Bomba,Fabricante_D,Modelo_6,158,816
15251,342,2022-12-08,Preventivo,343,1,Ubicacion_B,2022-12-05,0,Bomba,Fabricante_D,Modelo_9,278,655
15252,33,2022-12-08,Correctivo,886,13,Ubicacion_A,2022-12-05,1,Generador,Fabricante_C,Modelo_10,128,613
15253,219,2022-12-08,Correctivo,3190,14,Ubicacion_A,2022-12-05,1,Bomba,Fabricante_D,Modelo_6,386,994
15254,123,2022-12-08,Preventivo,424,1,Ubicacion_A,2022-12-05,0,Bomba,Fabricante_A,Modelo_9,449,623
15255,308,2022-12-08,Preventivo,679,1,Ubicacion_C,2022-12-05,0,Compresor,Fabricante_B,Modelo_1,235,949
15256,370,2022-12-08,Preventivo,102,2,Ubicacion_C,2022-12-05,0,Compresor,Fabricante_D,Modelo_10,105,654
15257,175,2022-12-08,Correctivo,2202,17,Ubicacion_A,2022-12-05,1,Bomba,Fabricante_A,Modelo_6,245,811
15258,423,2022-12-08,Preventivo,468,2,Ubicacion_D,2022-12-05,0,Bomba,Fabricante_C,Modelo_6,67,793
15259,367,2022-12-08,Correctivo,4312,23,Ubicacion_C,2022-12-05,1,Compresor,Fabricante_B,Modelo_5,443,924
15260,202,2022-12-08,Preventivo,221,1,Ubicacion_A,2022-12-05,0,Bomba,Fabricante_D,Modelo_3,370,631
15261,425,2022-12-08,Preventivo,737,2,Ubicacion_B,2022-12-05,0,Generador,Fabricante_A,Modelo_1,267,750
15262,210,2022-12-09,Preventivo,270,2,Ubicacion_D,2022-12-05,0,Generador,Fabricante_D,Modelo_4,251,774
15263,312,2022-12-09,Correctivo,1187,8,Ubicacion_B,2022-12-05,1,Compresor,Fabricante_A,Modelo_3,486,834
15264,373,2022-12-09,Preventivo,975,2,Ubicacion_A,2022-12-05,0,Bomba,Fabricante_C,Modelo_8,127,501
15265,190,2022-12-09,Correctivo,2553,19,Ubicacion_A,2022-12-05,1,Bomba,Fabricante_C,Modelo_10,334,967
15266,388,2022-12-09,Preventivo,139,1,Ubicacion_B,2022-12-05,0,Motor,Fabricante_C,Modelo_6,474,543
15267,400,2022-12-09,Correctivo,1872,22,Ubicacion_B,2022-12-05,1,Generador,Fabricante_D,Modelo_3,208,738
15268,205,2022-12-09,Preventivo,858,1,Ubicacion_B,2022-12-05,0,Bomba,Fabricante_A,Modelo_1,206,666
15269,214,2022-12-09,Preventivo,920,1,Ubicacion_D,2022-12-05,0,Generador,Fabricante_A,Modelo_5,265,895
15270,244,2022-12-09,Preventivo,460,1,Ubicacion_B,2022-12-05,1,Bomba,Fabricante_A,Modelo_8,64,962
15271,412,2022-12-09,Preventivo,269,2,Ubicacion_B,2022-12-05,0,Motor,Fabricante_C,Modelo_4,332,748
15272,227,2022-12-09,Correctivo,2292,19,Ubicacion_D,2022-12-05,2,Generador,Fabricante_C,Modelo_6,219,763
15273,25,2022-12-09,Preventivo,348,2,Ubicacion_C,2022-12-05,0,Compresor,Fabricante_D,Modelo_5,242,818
15274,402,2022-12-09,Preventivo,984,2,Ubicacion_B,2022-12-05,1,Generador,Fabricante_A,Modelo_6,114,543
15275,60,2022-12-09,Preventivo,716,2,Ubicacion_B,2022-12-05,0,Motor,Fabricante_D,Modelo_1,384,611
15276,57,2022-12-09,Preventivo,853,2,Ubicacion_B,2022-12-05,0,Compresor,Fabricante_C,Modelo_2,196,606
15277,461,2022-12-09,Correctivo,734,12,Ubicacion_C,2022-12-05,1,Compresor,Fabricante_A,Modelo_10,77,548
15278,11,2022-12-09,Preventivo,307,1,Ubicacion_D,2022-12-05,1,Bomba,Fabricante_B,Modelo_6,391,760
15279,322,2022-12-09,Correctivo,4593,19,Ubicacion_D,2022-12-05,1,Generador,Fabricante_B,Modelo_9,206,927
15280,70,2022-12-09,Correctivo,4453,23,Ubicacion_C,2022-12-05,1,Motor,Fabricante_B,Modelo_8,50,968
15281,120,2022-12-09,Preventivo,743,1,Ubicacion_A,2022-12-05,0,Compresor,Fabricante_B,Modelo_10,246,512
15282,217,2022-12-09,Preventivo,410,1,Ubicacion_A,2022-12-05,0,Generador,Fabricante_B,Modelo_7,490,687
15283,31,2022-12-09,Preventivo,352,1,Ubicacion_A,2022-12-05,0,Compresor,Fabricante_C,Modelo_8,94,520
15284,382,2022-12-09,Preventivo,936,1,Ubicacion_A,2022-12-05,0,Bomba,Fabricante_A,Modelo_10,281,634
15285,291,2022-12-10,Preventivo,505,1,Ubicacion_B,2022-12-05,0,Generador,Fabricante_D,Modelo_4,188,689
15286,371,2022-12-10,Correctivo,941,3,Ubicacion_D,2022-12-05,1,Motor,Fabricante_A,Modelo_1,359,545
15287,157,2022-12-10,Preventivo,868,2,Ubicacion_C,2022-12-05,0,Generador,Fabricante_C,Modelo_6,369,889
15288,108,2022-12-10,Preventivo,593,2,Ubicacion_D,2022-12-05,1,Compresor,Fabricante_A,Modelo_9,181,560
15289,452,2022-12-10,Preventivo,507,2,Ubicacion_B,2022-12-05,1,Generador,Fabricante_B,Modelo_3,315,581
15290,82,2022-12-10,Preventivo,179,1,Ubicacion_D,2022-12-05,0,Motor,Fabricante_C,Modelo_2,375,576
15291,495,2022-12-10,Preventivo,433,1,Ubicacion_C,2022-12-05,0,Generador,Fabricante_B,Modelo_1,187,653
15292,402,2022-12-10,Correctivo,4717,18,Ubicacion_B,2022-12-05,1,Generador,Fabricante_A,Modelo_6,114,543
15293,61,2022-12-10,Preventivo,944,1,Ubicacion_A,2022-12-05,0,Bomba,Fabricante_D,Modelo_7,77,585
15294,455,2022-12-10,Correctivo,830,20,Ubicacion_C,2022-12-05,1,Generador,Fabricante_C,Modelo_6,350,738
15295,54,2022-12-10,Correctivo,3223,1,Ubicacion_D,2022-12-05,1,Compresor,Fabricante_D,Modelo_4,419,724
15296,280,2022-12-10,Preventivo,253,2,Ubicacion_A,2022-12-05,0,Generador,Fabricante_A,Modelo_8,269,507
15297,436,2022-12-10,Preventivo,793,2,Ubicacion_B,2022-12-05,0,Generador,Fabricante_B,Modelo_1,180,927
15298,447,2022-12-10,Preventivo,253,2,Ubicacion_A,2022-12-05,0,Bomba,Fabricante_B,Modelo_5,223,926
15299,96,2022-12-10,Preventivo,210,2,Ubicacion_C,2022-12-05,0,Motor,Fabricante_B,Modelo_6,76,649
15300,254,2022-12-10,Preventivo,592,2,Ubicacion_A,2022-12-05,0,Bomba,Fabricante_C,Modelo_7,87,612
15301,237,2022-12-10,Correctivo,4683,18,Ubicacion_D,2022-12-05,1,Motor,Fabricante_C,Modelo_2,73,858
15302,330,2022-12-10,Preventivo,174,1,Ubicacion_B,2022-12-05,0,Compresor,Fabricante_B,Modelo_3,82,836
15303,452,2022-12-10,Correctivo,1080,13,Ubicacion_B,2022-12-05,1,Generador,Fabricante_B,Modelo_3,315,581
15304,334,2022-12-10,Preventivo,559,1,Ubicacion_C,2022-12-05,0,Bomba,Fabricante_B,Modelo_10,381,609
15305,108,2022-12-10,Correctivo,2672,8,Ubicacion_D,2022-12-05,1,Compresor,Fabricante_A,Modelo_9,181,560
15306,161,2022-12-10,Preventivo,990,1,Ubicacion_B,2022-12-05,1,Bomba,Fabricante_B,Modelo_7,169,784
15307,229,2022-12-10,Preventivo,992,2,Ubicacion_B,2022-12-05,1,Motor,Fabricante_C,Modelo_1,487,615
15308,9,2022-12-10,Preventivo,174,2,Ubicacion_C,2022-12-05,0,Generador,Fabricante_D,Modelo_8,351,569
15309,121,2022-12-10,Preventivo,256,1,Ubicacion_C,2022-12-05,0,Motor,Fabricante_A,Modelo_5,238,598
15310,221,2022-12-11,Preventivo,526,1,Ubicacion_D,2022-12-05,0,Generador,Fabricante_B,Modelo_5,198,749
15311,244,2022-12-11,Correctivo,4260,17,Ubicacion_B,2022-12-05,1,Bomba,Fabricante_A,Modelo_8,64,962
15312,356,2022-12-11,Preventivo,255,2,Ubicacion_D,2022-12-05,0,Generador,Fabricante_B,Modelo_7,336,518
15313,227,2022-12-11,Correctivo,1612,16,Ubicacion_D,2022-12-05,2,Generador,Fabricante_C,Modelo_6,219,763
15314,408,2022-12-11,Correctivo,2992,13,Ubicacion_A,2022-12-05,1,Compresor,Fabricante_A,Modelo_9,316,918
15315,270,2022-12-11,Preventivo,101,1,Ubicacion_B,2022-12-05,0,Generador,Fabricante_C,Modelo_2,251,698
15316,368,2022-12-11,Correctivo,4677,23,Ubicacion_B,2022-12-05,1,Generador,Fabricante_A,Modelo_5,60,587
15317,24,2022-12-11,Preventivo,526,1,Ubicacion_A,2022-12-05,0,Generador,Fabricante_A,Modelo_6,270,987
15318,159,2022-12-11,Preventivo,465,1,Ubicacion_A,2022-12-05,0,Generador,Fabricante_D,Modelo_3,359,512
15319,343,2022-12-11,Preventivo,243,1,Ubicacion_B,2022-12-05,0,Compresor,Fabricante_C,Modelo_8,326,759
15320,360,2022-12-11,Preventivo,461,2,Ubicacion_B,2022-12-05,0,Generador,Fabricante_B,Modelo_7,290,983
15321,445,2022-12-11,Correctivo,2288,11,Ubicacion_D,2022-12-05,1,Compresor,Fabricante_A,Modelo_5,92,586
15322,438,2022-12-11,Preventivo,446,2,Ubicacion_D,2022-12-05,0,Generador,Fabricante_D,Modelo_1,187,666
15323,184,2022-12-11,Correctivo,3289,1,Ubicacion_A,2022-12-05,1,Motor,Fabricante_A,Modelo_2,62,723
15324,357,2022-12-11,Preventivo,450,2,Ubicacion_A,2022-12-05,0,Generador,Fabricante_B,Modelo_7,232,922
15325,49,2022-12-11,Preventivo,749,1,Ubicacion_B,2022-12-05,0,Motor,Fabricante_D,Modelo_10,347,950
15326,258,2022-12-11,Preventivo,877,1,Ubicacion_A,2022-12-05,0,Compresor,Fabricante_C,Modelo_3,334,910
15327,485,2022-12-11,Preventivo,903,1,Ubicacion_A,2022-12-05,1,Compresor,Fabricante_C,Modelo_7,492,507
15328,229,2022-12-11,Correctivo,2473,18,Ubicacion_B,2022-12-05,1,Motor,Fabricante_C,Modelo_1,487,615
15329,417,2022-12-11,Preventivo,151,1,Ubicacion_C,2022-12-05,0,Bomba,Fabricante_D,Modelo_10,451,678
15330,34,2022-12-11,Preventivo,195,1,Ubicacion_D,2022-12-05,0,Generador,Fabricante_A,Modelo_9,72,597
15331,380,2022-12-11,Preventivo,295,1,Ubicacion_B,2022-12-05,0,Compresor,Fabricante_A,Modelo_6,426,634
15332,154,2022-12-11,Preventivo,203,1,Ubicacion_B,2022-12-05,0,Generador,Fabricante_C,Modelo_7,80,947
15333,206,2022-12-12,Preventivo,349,2,Ubicacion_B,2022-12-12,0,Bomba,Fabricante_C,Modelo_4,149,560
15334,476,2022-12-12,Preventivo,930,2,Ubicacion_B,2022-12-12,0,Motor,Fabricante_D,Modelo_9,439,565
15335,420,2022-12-12,Preventivo,249,2,Ubicacion_B,2022-12-12,1,Bomba,Fabricante_C,Modelo_9,452,902
15336,276,2022-12-12,Correctivo,507,17,Ubicacion_B,2022-12-12,1,Compresor,Fabricante_A,Modelo_9,183,895
15337,128,2022-12-12,Preventivo,271,2,Ubicacion_C,2022-12-12,0,Bomba,Fabricante_A,Modelo_2,225,605
15338,69,2022-12-12,Preventivo,574,2,Ubicacion_C,2022-12-12,0,Compresor,Fabricante_A,Modelo_3,119,629
15339,37,2022-12-12,Correctivo,2182,13,Ubicacion_A,2022-12-12,1,Generador,Fabricante_C,Modelo_1,350,917
15340,430,2022-12-12,Correctivo,3521,23,Ubicacion_D,2022-12-12,1,Motor,Fabricante_B,Modelo_8,54,828
15341,65,2022-12-12,Preventivo,921,2,Ubicacion_D,2022-12-12,0,Bomba,Fabricante_B,Modelo_5,468,762
15342,266,2022-12-12,Preventivo,603,2,Ubicacion_A,2022-12-12,0,Motor,Fabricante_D,Modelo_3,329,775
15343,215,2022-12-12,Preventivo,990,2,Ubicacion_C,2022-12-12,0,Motor,Fabricante_D,Modelo_1,214,720
15344,195,2022-12-12,Preventivo,167,2,Ubicacion_A,2022-12-12,1,Motor,Fabricante_D,Modelo_6,299,816
15345,364,2022-12-12,Correctivo,1160,11,Ubicacion_D,2022-12-12,2,Bomba,Fabricante_D,Modelo_3,279,504
15346,359,2022-12-12,Preventivo,337,1,Ubicacion_D,2022-12-12,0,Compresor,Fabricante_B,Modelo_7,379,673
15347,63,2022-12-12,Preventivo,887,2,Ubicacion_D,2022-12-12,0,Motor,Fabricante_B,Modelo_4,175,761
15348,113,2022-12-12,Preventivo,732,1,Ubicacion_D,2022-12-12,0,Generador,Fabricante_B,Modelo_9,366,554
15349,24,2022-12-12,Correctivo,3236,19,Ubicacion_A,2022-12-12,1,Generador,Fabricante_A,Modelo_6,270,987
15350,218,2022-12-13,Preventivo,645,1,Ubicacion_B,2022-12-12,0,Compresor,Fabricante_A,Modelo_6,75,902
15351,129,2022-12-13,Preventivo,118,1,Ubicacion_A,2022-12-12,0,Motor,Fabricante_A,Modelo_8,113,790
15352,363,2022-12-13,Preventivo,555,2,Ubicacion_D,2022-12-12,0,Compresor,Fabricante_B,Modelo_10,286,728
15353,441,2022-12-13,Preventivo,474,1,Ubicacion_C,2022-12-12,0,Bomba,Fabricante_B,Modelo_10,412,686
15354,366,2022-12-13,Preventivo,362,2,Ubicacion_C,2022-12-12,0,Motor,Fabricante_D,Modelo_4,119,660
15355,243,2022-12-13,Preventivo,360,1,Ubicacion_B,2022-12-12,0,Generador,Fabricante_C,Modelo_1,203,704
15356,98,2022-12-13,Correctivo,1976,12,Ubicacion_C,2022-12-12,1,Motor,Fabricante_C,Modelo_10,381,747
15357,55,2022-12-13,Preventivo,276,1,Ubicacion_D,2022-12-12,0,Compresor,Fabricante_B,Modelo_9,71,660
15358,462,2022-12-13,Preventivo,640,1,Ubicacion_D,2022-12-12,1,Motor,Fabricante_C,Modelo_2,498,823
15359,10,2022-12-13,Preventivo,112,1,Ubicacion_D,2022-12-12,0,Compresor,Fabricante_C,Modelo_9,219,552
15360,390,2022-12-13,Preventivo,413,2,Ubicacion_D,2022-12-12,0,Generador,Fabricante_D,Modelo_8,489,692
15361,493,2022-12-13,Preventivo,770,1,Ubicacion_D,2022-12-12,0,Bomba,Fabricante_B,Modelo_7,427,996
15362,381,2022-12-13,Preventivo,160,1,Ubicacion_B,2022-12-12,0,Generador,Fabricante_C,Modelo_7,433,577
15363,141,2022-12-13,Preventivo,193,2,Ubicacion_B,2022-12-12,0,Bomba,Fabricante_C,Modelo_1,271,592
15364,353,2022-12-13,Preventivo,356,1,Ubicacion_B,2022-12-12,0,Generador,Fabricante_C,Modelo_5,124,579
15365,110,2022-12-13,Preventivo,522,1,Ubicacion_C,2022-12-12,0,Motor,Fabricante_D,Modelo_7,301,595
15366,251,2022-12-13,Preventivo,637,2,Ubicacion_C,2022-12-12,0,Motor,Fabricante_C,Modelo_8,470,584
15367,315,2022-12-13,Preventivo,728,1,Ubicacion_C,2022-12-12,0,Bomba,Fabricante_D,Modelo_2,379,579
15368,79,2022-12-13,Correctivo,1074,14,Ubicacion_C,2022-12-12,1,Motor,Fabricante_C,Modelo_1,423,613
15369,87,2022-12-13,Preventivo,881,1,Ubicacion_D,2022-12-12,0,Compresor,Fabricante_C,Modelo_1,490,651
15370,211,2022-12-13,Correctivo,3750,7,Ubicacion_D,2022-12-12,1,Motor,Fabricante_D,Modelo_10,240,622
15371,211,2022-12-13,Preventivo,786,2,Ubicacion_D,2022-12-12,1,Motor,Fabricante_D,Modelo_10,240,622
15372,73,2022-12-13,Preventivo,598,1,Ubicacion_D,2022-12-12,0,Compresor,Fabricante_C,Modelo_5,457,863
15373,316,2022-12-13,Preventivo,862,1,Ubicacion_D,2022-12-12,0,Motor,Fabricante_C,Modelo_4,140,879
15374,169,2022-12-13,Preventivo,529,2,Ubicacion_C,2022-12-12,0,Generador,Fabricante_C,Modelo_4,362,735
15375,337,2022-12-13,Preventivo,308,2,Ubicacion_B,2022-12-12,0,Bomba,Fabricante_B,Modelo_9,274,776
15376,364,2022-12-13,Preventivo,164,2,Ubicacion_D,2022-12-12,2,Bomba,Fabricante_D,Modelo_3,279,504
15377,462,2022-12-14,Correctivo,1757,21,Ubicacion_D,2022-12-12,1,Motor,Fabricante_C,Modelo_2,498,823
15378,421,2022-12-14,Correctivo,4336,9,Ubicacion_D,2022-12-12,1,Bomba,Fabricante_D,Modelo_9,271,543
15379,410,2022-12-14,Preventivo,876,1,Ubicacion_C,2022-12-12,0,Motor,Fabricante_C,Modelo_4,320,831
15380,75,2022-12-14,Preventivo,279,2,Ubicacion_D,2022-12-12,0,Compresor,Fabricante_C,Modelo_3,255,861
15381,174,2022-12-14,Correctivo,4816,17,Ubicacion_A,2022-12-12,1,Bomba,Fabricante_C,Modelo_4,114,838
15382,89,2022-12-14,Preventivo,741,1,Ubicacion_B,2022-12-12,0,Compresor,Fabricante_D,Modelo_3,281,750
15383,14,2022-12-14,Correctivo,4483,4,Ubicacion_C,2022-12-12,1,Generador,Fabricante_B,Modelo_4,465,807
15384,226,2022-12-14,Correctivo,2413,1,Ubicacion_A,2022-12-12,1,Compresor,Fabricante_C,Modelo_10,436,672
15385,222,2022-12-14,Preventivo,581,1,Ubicacion_C,2022-12-12,0,Generador,Fabricante_B,Modelo_3,301,651
15386,5,2022-12-14,Preventivo,354,1,Ubicacion_C,2022-12-12,0,Generador,Fabricante_C,Modelo_7,51,958
15387,319,2022-12-14,Preventivo,549,2,Ubicacion_A,2022-12-12,0,Compresor,Fabricante_A,Modelo_6,160,888
15388,371,2022-12-14,Preventivo,946,2,Ubicacion_D,2022-12-12,0,Motor,Fabricante_A,Modelo_1,359,545
15389,474,2022-12-14,Preventivo,355,2,Ubicacion_B,2022-12-12,0,Motor,Fabricante_B,Modelo_4,138,659
15390,195,2022-12-14,Correctivo,612,16,Ubicacion_A,2022-12-12,1,Motor,Fabricante_D,Modelo_6,299,816
15391,70,2022-12-14,Preventivo,837,2,Ubicacion_C,2022-12-12,0,Motor,Fabricante_B,Modelo_8,50,968
15392,185,2022-12-14,Correctivo,3037,18,Ubicacion_B,2022-12-12,1,Bomba,Fabricante_B,Modelo_4,71,811
15393,88,2022-12-14,Preventivo,351,2,Ubicacion_B,2022-12-12,0,Bomba,Fabricante_B,Modelo_10,129,522
15394,430,2022-12-14,Preventivo,256,2,Ubicacion_D,2022-12-12,1,Motor,Fabricante_B,Modelo_8,54,828
15395,413,2022-12-15,Preventivo,427,2,Ubicacion_A,2022-12-12,1,Compresor,Fabricante_D,Modelo_6,363,517
15396,309,2022-12-15,Preventivo,181,2,Ubicacion_B,2022-12-12,0,Bomba,Fabricante_C,Modelo_6,269,620
15397,8,2022-12-15,Preventivo,553,1,Ubicacion_D,2022-12-12,0,Motor,Fabricante_C,Modelo_6,162,820
15398,72,2022-12-15,Preventivo,822,1,Ubicacion_D,2022-12-12,0,Motor,Fabricante_A,Modelo_5,454,560
